ID,angle,Lng,Lat
50,219.974152276664398,114.1639867,22.3317698
51,309.750197582807857,114.1635967,22.33133687
52,320.180128201348339,114.1651692,22.3313082
53,320.180128201348339,114.1647029,22.33182837
54,309.783804936620754,114.1649296,22.33103952
55,309.783804936620754,114.1643701,22.33147288
56,309.872926586458505,114.1631921,22.33088756
57,309.872926586458505,114.1626333,22.33132172
58,309.888904839549184,114.1609226,22.33104345
59,309.736819084905562,114.1639827,22.33103839
60,309.888904839549184,114.1614813,22.33060915
61,309.809386486524090,114.162561,22.33287383
62,128.716312553335058,114.1634921,22.33285518
63,39.818987856208558,114.1631203,22.33244025
64,222.670514174295732,114.164819,22.33264893
65,39.962155441629562,114.1614314,22.33225497
66,309.733194306472114,114.1621716,22.33243907
67,317.794534875362046,114.1643719,22.33219765
68,39.812898854498805,114.1627315,22.33200618
69,309.343459842803099,114.1657236,22.33193079
70,309.343459842803099,114.1651606,22.33236013
71,309.758180053469118,114.163427,22.33220292
72,39.972053665738301,114.1609849,22.33175938
73,217.804193191466766,114.1566345,22.326923
74,127.798551486738745,114.158069,22.32674346
75,38.676364901461760,114.1578502,22.32648922
76,312.813979289433348,114.1563373,22.32656643
77,130.200442796116391,114.1603807,22.3263754
78,129.235249501657194,114.1592618,22.32724204
79,130.200442796116391,114.1598247,22.32681251
80,43.181768602792950,114.1696526,22.32368712
81,4.536699455715980,114.1582673,22.32610738
82,75.963756528373622,114.1707734,22.32400168
83,43.353890217799091,114.1691517,22.32344689
84,349.557361599605940,114.1685974,22.3230277
85,348.243959944047788,114.1684609,22.32369294
86,39.680759879184720,114.1645426,22.33060546
87,309.160507685959431,114.1613785,22.32707423
88,309.080783628843278,114.1608135,22.32750123
89,219.631315565377150,114.1567655,22.32707049
90,123.390164999742481,114.1565818,22.32695531
91,219.631185873342019,114.1572298,22.32759217
92,129.282033024883674,114.1577933,22.32716342
93,153.435265246204864,114.1560566,22.32740405
94,260.699526249124006,114.1561251,22.32674926
95,132.799056575855275,114.1561195,22.32706753
96,309.548448904859868,114.1609855,22.32664016
97,309.564833939749292,114.1604242,22.32707149
98,309.938997291799922,114.1615521,22.33585196
99,309.914488158334962,114.1611838,22.33543884
100,309.757352519697406,114.1600086,22.33411238
101,309.733873573973483,114.1594487,22.33454528
102,309.755661889018597,114.159105,22.33481095
103,309.794834844433240,114.1594945,22.33524841
104,348.112803357253313,114.1654584,22.32187538
105,325.005915789755306,114.1652154,22.32250855
106,349.144667498332296,114.1657481,22.32054793
107,348.112803357253313,114.1656084,22.32121262
108,134.490715679998402,114.1591245,22.32360017
109,349.152695530673384,114.1658852,22.31988276
110,126.620968674841919,114.1580283,22.32448815
111,130.536172410894522,114.1586005,22.32407008
112,177.185868795517365,114.1598291,22.3220598
113,181.986345884312499,114.1598097,22.32138295
114,24.751764308067546,114.1702759,22.33438651
115,26.564922059625754,114.170962,22.33329129
116,24.751764308067546,114.1696664,22.33315635
117,24.751764308067546,114.1699712,22.33377143
118,219.479664055852595,114.1616616,22.33431178
119,246.432976079933354,114.1623262,22.33486889
120,220.206747803909138,114.1647576,22.33425496
121,220.206747803909138,114.1642877,22.33373766
122,217.495902692695950,114.1625281,22.33447239
123,309.773209459013742,114.1616646,22.33356821
124,219.499588530081240,114.162059,22.33476045
125,309.765949500334614,114.1598289,22.33498955
126,309.773255083854963,114.1622242,22.33313496
127,309.914488158334962,114.1606254,22.33587337
128,309.783389217446654,114.1603886,22.33455636
129,334.652410360688691,114.1627151,22.3341053
130,309.144543788851990,114.1626226,22.33357727
131,148.131287956973011,114.163453,22.33368846
132,219.506157206926446,114.1612722,22.33387199
133,158.147216315251114,114.1631521,22.33430346
134,81.935328412487891,114.1635501,22.33306723
135,310.682722956673956,114.1629409,22.33329759
136,309.751443592418184,114.1618329,22.33270089
137,309.751443592418184,114.1612732,22.33313394
138,319.307591096023771,114.163968,22.33261195
139,145.702573941947378,114.1593801,22.32333108
140,161.249589327571641,114.1596963,22.32272351
141,359.776407848498934,114.1603581,22.32193855
142,359.748152042430149,114.1603606,22.32142494
143,359.735641811531366,114.1603556,22.32251707
144,359.735464279914879,114.1603522,22.32319436
145,179.314834351506732,114.1599858,22.3219341
146,180.155835824547154,114.1599765,22.32314607
147,179.314872494989288,114.1599754,22.32246878
148,201.829623820094355,114.1590037,22.32277253
149,213.726888885228419,114.1586841,22.32216487
150,309.267043850050584,114.1620592,22.33400627
151,18.843505578526461,114.1712759,22.33311843
152,160.515380028731698,114.1709916,22.33250212
153,296.590588665368557,114.1712843,22.33314124
154,56.309932471122792,114.170571,22.33222228
155,356.423665623860700,114.1703757,22.33156812
156,48.144957477829443,114.1705499,22.3322061
157,45.233774971684632,114.1699424,22.33249122
158,211.366756765757856,114.169929,22.3318191
159,314.999999270664262,114.1702082,22.33273645
160,129.445577015223279,114.1695695,22.33279048
161,0.531465043,114.1692652,22.33179258
162,0.531465043,114.1692719,22.33246984
163,220.001764750442931,114.1653683,22.32996661
164,241.389540293929173,114.1663026,22.3296918
165,352.587589601557852,114.1703757,22.33156785
166,247.155824072245082,114.1668243,22.32994131
167,324.171483185221291,114.1706718,22.3302805
168,358.783078654892506,114.1704107,22.33089241
169,266.810864084975321,114.1713457,22.3293716
170,0.544916254,114.170869,22.32965955
171,266.810864084975321,114.1720726,22.32940931
172,39.657182808262625,114.1670187,22.33338414
173,309.799884173309010,114.1665541,22.33286268
174,309.833547666943218,114.1652492,22.3307915
175,160.515380028731698,114.1712344,22.33186362
176,256.076940809991640,114.1658615,22.33051356
177,219.996826034184494,114.1653936,22.32999467
178,39.670957784934949,114.1653227,22.33148092
179,220.257068469245525,114.1658113,22.33343833
180,220.257068469245525,114.1653409,22.33292142
181,41.265368884626795,114.1579804,22.33279103
182,39.797461285803315,114.1604064,22.32940911
183,129.685278015392811,114.1575554,22.3331141
184,306.869897675726065,114.1590954,22.32966183
185,310.080067453845572,114.1585382,22.33009772
186,39.922362739765219,114.1602127,22.33090196
187,39.969950841508833,114.1600072,22.33067381
188,39.922212981035543,114.1604128,22.33112449
189,38.535969104044710,114.1595943,22.33362842
190,91.036625924296743,114.1687555,22.33256757
191,180.360988912850075,114.1690391,22.33210071
192,270.021379021254177,114.1696476,22.33156834
193,270.021379021254177,114.1689196,22.33156856
194,0.308894138,114.1687536,22.3322459
195,242.727127770168607,114.1671561,22.33010049
196,0.308894138,114.1687498,22.33156861
197,38.842216895794309,114.1665591,22.33128741
198,42.983381404295720,114.1670325,22.33180135
199,309.805622091722171,114.1674218,22.33219004
200,309.805533676882249,114.1668625,22.3326236
201,309.620905488731353,114.1659983,22.33171929
202,220.014367111678013,114.166163,22.33084771
203,39.665333358845750,114.1661883,22.33245219
204,339.986687551823479,114.1629944,22.33423402
205,340.590519793328554,114.1627502,22.33487204
206,39.844739652889189,114.1611173,22.33020331
207,336.121343381936470,114.1632486,22.3335995
208,309.870536358074048,114.1641386,22.33015221
209,309.870536358074048,114.1635798,22.33058635
210,309.751698322705749,114.1648085,22.33039967
211,309.900957984461400,114.1617819,22.33037538
212,39.789736968416285,114.1607576,22.32980141
213,309.900957984461400,114.1623404,22.32994097
214,129.698171464140501,114.1616775,22.32977074
215,309.872102194029083,114.1644013,22.32994808
216,8.429167393897778,114.1678886,22.32286788
217,349.327123667595174,114.1678298,22.32353575
218,349.345801630463313,114.1709518,22.32311964
219,349.345801630463313,114.1708172,22.32378526
220,259.107329946648633,114.1716123,22.3225482
221,349.345682149149468,114.1710864,22.32245403
222,169.270776304946878,114.1702911,22.32344942
223,169.270776304946878,114.1704266,22.32278397
224,99.194069146740716,114.1705147,22.32235165
225,93.812748245994982,114.1701146,22.32409435
226,259.097414020651343,114.1694128,22.32215482
227,349.327939064526106,114.1711537,22.32212196
228,338.285043746413180,114.1624898,22.33550442
229,338.285043746413180,114.1622204,22.33613363
230,327.690482156068413,114.1717745,22.33070464
231,309.351752628357815,114.1713452,22.33124697
232,352.763077974640623,114.1720507,22.33008617
233,334.784671808930568,114.1659924,22.33030454
234,320.064592649599945,114.1654078,22.33104304
235,214.729362593798442,114.1676692,22.33199826
236,200.909235108763085,114.1678376,22.33186776
237,201.250157285815277,114.16779,22.3317523
238,309.732302871174397,114.1655091,22.32985771
239,309.872102194029083,114.16496,22.32951392
240,335.533536567042120,114.1665143,22.32925891
241,309.732302871174397,114.166069,22.32942482
242,309.156681683128454,114.1632978,22.32921578
243,309.156681683128454,114.1627332,22.32964341
244,309.845404080206606,114.1616155,22.32913549
245,309.845404080206606,114.1610565,22.32956939
246,219.947353046220456,114.1619783,22.32953851
247,309.735491691136133,114.1666551,22.32897164
248,309.735491691136133,114.1660952,22.32940456
249,309.868079051391248,114.1656705,22.32896198
250,309.868079051391248,114.1651117,22.3293961
251,293.701708738168520,114.1711031,22.33138089
252,278.005642479491030,114.1705647,22.33155386
253,101.768288934152935,114.1654987,22.33634347
254,190.767888351219881,114.1659265,22.33626967
255,101.288964939240117,114.1656596,22.33696498
256,189.416345547983525,114.1655265,22.33697464
257,101.656140146990481,114.1681712,22.33627946
258,101.656341463785878,114.1679279,22.33632615
259,281.153151463459210,114.1658892,22.33578899
260,39.629452693250670,114.1678416,22.33430834
261,309.550124056125924,114.169105,22.33358759
262,39.629452693250670,114.1673773,22.33378668
263,308.777393508338946,114.1677621,22.33351403
264,309.831293559420885,114.168317,22.33307563
265,309.209105474716694,114.1594718,22.32779795
266,219.664576711584857,114.1604187,22.32779941
267,309.209065781407105,114.160036,22.32736985
268,129.160533776897239,114.1587729,22.32761241
269,36.019048771181055,114.1718515,22.33389673
270,36.021504939130082,114.1716963,22.33369813
271,309.550097301948711,114.1680551,22.33439406
272,300.963756534927086,114.1680528,22.3317225
273,309.799863591870462,114.1651775,22.33392957
274,309.807052610737685,114.1614997,22.33519401
275,311.426326681638784,114.1563949,22.32921708
276,309.892865733604310,114.1558432,22.3296589
277,309.424797782117196,114.1574944,22.32832936
278,311.426255979699647,114.1569408,22.32876901
279,308.997609741784004,114.158057,22.32789952
280,220.002207315399943,114.1586757,22.33427072
281,309.783101489571152,114.1607127,22.33430533
282,309.757683770790095,114.1608846,22.33343454
283,309.757225541920377,114.1603249,22.33386764
284,219.823431023240403,114.1705648,22.331554
285,180.444834070522290,114.1726665,22.3303169
286,180.444834070522290,114.1726609,22.32963962
287,147.130837080301717,114.1672614,22.33021158
288,190.685522418236133,114.1675861,22.32962054
289,135.598787005980228,114.1670814,22.33081579
290,129.662914458663863,114.1604887,22.3352251
291,130.026629202971264,114.1613397,22.3345632
292,129.662914458663863,114.1599282,22.33565734
293,130.026629202971264,114.1607822,22.33499875
294,308.489954794623088,114.1594508,22.32939899
295,39.969835299970022,114.1594994,22.33011001
296,309.788118831793668,114.160017,22.32897334
297,40.002038403987150,114.1593102,22.33126357
298,39.953205709374501,114.1586695,22.3291888
299,40.982496843421195,114.1583646,22.33023356
300,40.982496843421195,114.158842,22.33074491
301,309.976825024303821,114.1577064,22.32917457
302,40.003239335507310,114.1582644,22.32873949
303,221.051989983678851,114.1577591,22.32987021
304,310.693375726295812,114.1573482,22.32945392
305,310.047200955695530,114.1566923,22.33154048
306,309.260263092322248,114.156946,22.32902323
307,41.308555939770912,114.1591805,22.33329105
308,129.936489717275521,114.1583838,22.33248538
309,40.003239336124018,114.1605797,22.33131006
310,129.703365463425172,114.1607729,22.33046935
311,219.506329270438556,114.1604891,22.33298749
312,128.076526515682758,114.1603515,22.3311692
313,39.969833519189010,114.1598661,22.33051718
314,41.442892828199710,114.1598011,22.33116673
315,308.218250974871012,114.159906,22.33339274
316,309.718770322393084,114.1598464,22.32984186
317,39.939491641395222,114.1578804,22.32831275
318,311.251362031709618,114.1608451,22.32829782
319,311.251362031709618,114.1602977,22.32874435
320,310.232889621892582,114.1591629,22.32803238
321,310.232889621892582,114.1586071,22.32846978
322,159.835273557810382,114.1580208,22.32799123
323,130.254254467375006,114.1569766,22.32891959
324,130.254254467375006,114.1575323,22.328482
325,310.564731570119591,114.1598599,22.32823345
326,147.514825558750317,114.1564612,22.32939182
327,309.309961401383191,114.1582206,22.32805366
328,40.667884762817494,114.1576956,22.32811262
329,310.047200955695530,114.1578071,22.33066905
330,310.047200955695530,114.1572497,22.33110476
331,307.635345086346604,114.155886,22.32980699
332,10.883907987680038,114.1561909,22.32803966
333,34.745644130391192,114.1559148,22.3285668
334,310.862582746299154,114.1595645,22.32846871
335,310.862582746299154,114.1590138,22.32891177
336,309.267132134527571,114.1573167,22.32874136
337,129.661818541914528,114.1634888,22.32837149
338,311.061847042941338,114.1630371,22.32737239
339,309.895623323922734,114.1648695,22.32594834
340,129.661818541914528,114.1629284,22.32880373
341,308.757179490021883,114.1616546,22.32845663
342,309.895623323922734,114.1654281,22.32551397
343,129.740732441239743,114.1625381,22.32910556
344,308.756843242643754,114.1622223,22.32803268
345,309.963955704767613,114.1620052,22.32883174
346,308.049810613919362,114.161262,22.32799588
347,309.963955704767613,114.1625632,22.32839676
348,309.708506698963731,114.1614608,22.33139178
349,309.400660678719589,114.1618347,22.32757773
350,309.708506698963731,114.162581,22.33052646
351,309.708506698963731,114.1620209,22.33095912
352,309.880381925382039,114.1632089,22.32723888
353,309.696931244670452,114.1652459,22.32846752
354,309.796480131528028,114.1643075,22.32704518
355,309.880381925382039,114.1637676,22.32680466
356,309.623882215499350,114.1646682,22.32744776
357,309.796480131528028,114.1648669,22.32661171
358,309.822593010415176,114.1628918,22.32675745
359,309.623882215499350,114.165229,22.32701586
360,309.839200305933161,114.1620887,22.32738064
361,309.822593010415176,114.163451,22.32632375
362,309.734582990154991,114.163961,22.32946027
363,309.839200305933161,114.1626477,22.32694679
364,309.169023439163652,114.1635682,22.32901089
365,309.734582990154991,114.1645209,22.32902737
366,311.061847042941338,114.1624882,22.32781724
367,309.169023439163652,114.1641326,22.32858315
368,130.614892611695296,114.1578452,22.32562447
369,37.359685113626355,114.1583749,22.3256015
370,130.192482862448259,114.1609624,22.32552043
371,131.983866783037541,114.1615289,22.3250952
372,129.174812072775779,114.1577469,22.32469332
373,130.192482862448259,114.1604062,22.32595747
374,127.875041770921612,114.1566083,22.32553761
375,128.547817794582357,114.157178,22.32511589
376,90.581757082350691,114.1615028,22.32500415
377,128.425190161279346,114.1560353,22.32595538
378,89.560364993483802,114.1600469,22.3250037
379,89.560364993483802,114.1607748,22.32500897
380,69.282560690925436,114.1586043,22.32488995
381,89.560364993483802,114.1593189,22.32499842
382,269.771071163703937,114.1602511,22.32412688
383,309.708506698963731,114.1637012,22.32966114
384,309.708506698963731,114.1631411,22.3300938
385,129.675003722317655,114.15818,22.32686928
386,129.675003722317655,114.1587403,22.32643693
387,127.800937578943802,114.1601807,22.32612021
388,216.516948669692709,114.160601,22.32620227
389,308.998082904361070,114.1590857,22.32712478
390,308.998082904361070,114.1585199,22.32755093
391,308.659818227648941,114.1602225,22.32627849
392,308.659818227648941,114.159654,22.32670153
393,308.659841779993144,114.1607911,22.32585544
394,309.580689269643472,114.158099,22.32960881
395,309.638005053882182,114.1612655,22.32874714
396,309.638005053882182,114.1607048,22.32917915
397,310.098604105379479,114.1628282,22.32818923
398,309.357510070362821,114.1633889,22.32775735
399,309.814993965394649,114.1635553,22.32762833
400,308.713660754964508,114.1642509,22.33307249
401,309.814993965394649,114.1641146,22.32719469
402,39.705856992932851,114.1645181,22.32622168
403,87.037242755608105,114.1643324,22.32636559
404,309.709379938796644,114.1589244,22.33335118
405,309.709334524531300,114.1583643,22.33378383
406,309.721512772577114,114.1600445,22.33248568
407,309.721433973455078,114.1594845,22.33291845
408,39.725688136432971,114.1569496,22.3324357
409,39.725732835996126,114.1574149,22.33295667
410,309.888934072884751,114.1608727,22.33268927
411,128.560484121960286,114.1567903,22.33255386
412,40.335860091071915,114.1580478,22.33211723
413,129.373829689904113,114.1575126,22.33200623
414,309.703614934819598,114.1604247,22.33219199
415,310.799832786241893,114.1602065,22.33024391
416,309.552537704746555,114.1655475,22.32467171
417,309.884174370331891,114.1637738,22.32679985
418,309.805571091479578,114.1641833,22.32575557
419,309.830564887659762,114.1635756,22.32622703
420,309.805571091479578,114.1647426,22.32532202
421,129.485317485558937,114.1643147,22.32771945
422,309.830564887659762,114.1641347,22.32579326
423,309.000577414607847,114.1642973,22.3284591
424,133.760025234600874,114.1637626,22.32816037
425,309.696931244670452,114.1646857,22.32890009
426,309.000770516259252,114.1648631,22.3280329
427,309.856534637363438,114.165135,22.32640346
428,39.805571092651121,114.1646606,22.32638142
429,39.703218142503154,114.1644743,22.32759714
430,78.898821540842434,114.1714043,22.32449917
431,67.986313946139859,114.1721042,22.32467483
432,78.898856178745078,114.1700024,22.3242432
433,78.898821540842434,114.1706899,22.32436874
434,255.257634276828014,114.1678406,22.32391078
435,265.111014717090143,114.1671285,22.32377258
436,259.101522489864294,114.1692641,22.32419348
437,259.101612757230669,114.1685492,22.32406539
438,259.818524046494645,114.1706952,22.32444235
439,259.101579866028828,114.1699789,22.32432157
440,259.334968260924541,114.1721278,22.32468373
441,259.818454221613990,114.1714117,22.3245621
442,220.786761691674286,114.1666693,22.32521435
443,261.000480534635585,114.165662,22.32412185
444,79.241336566922442,114.1690259,22.32407052
445,259.318388760160872,114.1704525,22.3255426
446,350.190533258758649,114.1698641,22.32543932
447,349.397067519615234,114.1693165,22.32533806
448,349.397067519615234,114.1691825,22.32600378
449,309.817189026401252,114.1661101,22.32564801
450,43.730088449785754,114.1713724,22.32557194
451,43.730088449785754,114.1718756,22.32606137
452,259.652472828288296,114.1706562,22.32497858
453,43.730088449785754,114.1708692,22.32508251
454,259.652472828288296,114.1720885,22.32522194
455,259.652472828288296,114.1713724,22.32510026
456,309.779702295240895,114.1670795,22.32489671
457,309.779702295240895,114.1676389,22.32446338
458,348.786940890658457,114.168634,22.32590412
459,348.957976807254397,114.1650145,22.32402639
460,309.641033567583236,114.1661597,22.32629912
461,348.786940890658457,114.1687756,22.32523977
462,349.141821426251454,114.1696147,22.32387068
463,349.081784530064851,114.1677647,22.32385673
464,309.283788626538183,114.1664353,22.32473296
465,349.854413053029532,114.1674213,22.32379506
466,309.283776423461404,114.1669988,22.32430415
467,312.307898135565267,114.1663634,22.32402647
468,309.552245833915492,114.1658121,22.32446844
469,349.397102136544845,114.1694189,22.32482943
470,270.749579857757794,114.1670141,22.32376347
471,349.105888297152774,114.1695539,22.32416389
472,265.035992925956805,114.1667007,22.32370278
473,349.445284740890543,114.1675293,22.32501041
474,340.281610479543019,114.1678525,22.32644814
475,349.360366618536943,114.1681644,22.32512691
476,349.360366618536943,114.1680299,22.32579256
477,220.911184661210712,114.1657866,22.32589892
478,311.150434131336795,114.1650312,22.3250874
479,135.568748475005435,114.1660687,22.32416508
480,128.094102261825299,114.1666262,22.32373051
481,131.354978432462730,114.1659615,22.3244505
482,149.597548171334182,114.1664975,22.32399472
483,348.955760595163611,114.164875,22.32469113
484,129.522725663596304,114.1672633,22.32689788
485,103.840615914504852,114.1678736,22.32654199
486,129.485769947794608,114.1661409,22.32776066
487,129.805636105606226,114.1667026,22.32732983
488,126.761482840853958,114.1669938,22.32720062
489,130.606721593588844,114.1655838,22.32819669
490,23.165334171315649,114.1671147,22.32711659
491,20.170239962299689,114.1672507,22.32741223
492,247.978546405532910,114.1665279,22.32669479
493,309.872121836512747,114.1658816,22.32879791
494,41.852364999830890,114.1660413,22.32792086
495,309.872121836512747,114.1664404,22.32836375
496,311.173814454177489,114.1667458,22.32811523
497,336.042290980751659,114.1678793,22.327846
498,7.566680600576586,114.1594337,22.32247913
499,269.771071163703937,114.1609791,22.32412966
500,174.739793291995795,114.1595401,22.321847
501,174.508977525574323,114.1595578,22.32166855
502,32.125048463098516,114.1588707,22.32189642
503,83.157101408633977,114.1592144,22.32246531
504,349.717298954662169,114.1705655,22.32496316
505,335.580859328641850,114.1667989,22.32867702
506,335.958351162219174,114.166991,22.32827643
507,86.450484787405898,114.1700495,22.32661292
508,339.443487381083287,114.1672781,22.32765451
509,86.164664474472829,114.1685964,22.32652859
510,86.450484787405898,114.169323,22.32657096
511,88.594294028346212,114.1713672,22.32668288
512,88.594294028346212,114.172095,22.32669952
513,88.830821048165930,114.1702214,22.32666617
514,90.567130358073399,114.1706394,22.32666961
515,267.035622450648589,114.1696782,22.32663134
516,336.042076141645680,114.1682026,22.32716921
517,336.042076141645680,114.1679069,22.32778813
518,264.733359187665428,114.169151,22.32660592
519,348.336478560970306,114.1684964,22.32654975
520,309.616431122413246,114.1654114,22.32687543
521,129.427791936122873,114.1674447,22.32688601
522,349.717284124046671,114.1703225,22.32620901
523,309.616431122413246,114.1659722,22.32644359
524,350.190533258758649,114.1697401,22.32610671
525,357.979739620440512,114.1720752,22.3293418
526,39.812265078775070,114.1655863,22.32741549
527,359.104826290286553,114.1721256,22.32798804
528,357.979739620440512,114.1721008,22.32866493
529,129.145963467257928,114.1666059,22.32749332
530,359.104826290286553,114.172137,22.32731083
531,231.192583746608051,114.1676281,22.32697913
532,309.447864941476212,114.1659657,22.32712509
533,359.152020779769998,114.1721467,22.3267007
534,308.320747250601926,114.1618923,22.32522561
535,170.944885529916235,114.1618897,22.32440165
536,129.986673506474744,114.1624087,22.32474552
537,178.567834936126502,114.1619606,22.32446336
538,269.578094668089477,114.161391,22.32413252
539,269.908929286008060,114.1619357,22.32413338
540,178.588875725736045,114.1619537,22.32345629
541,359.545003373800057,114.1613931,22.32388585
542,310.120702158541746,114.16376,22.3238856
543,269.391027893642217,114.1619601,22.32321418
544,154.045847461305243,114.1652875,22.32227852
545,293.967423309726769,114.1643555,22.32350397
546,309.076291822340124,114.161633,22.32688203
547,87.084495796318933,114.164178,22.32635826
548,309.076291822340124,114.1621982,22.32645515
549,267.807769065619482,114.1627235,22.32629778
550,309.559667968754638,114.1614878,22.32625415
551,266.407823090911450,114.1607613,22.32621165
552,131.369092880689948,114.1633261,22.3255723
553,85.087634743646078,114.1618871,22.32557408
554,88.608086327082333,114.1626138,22.32561137
555,309.620274703952475,114.1613214,22.32564583
556,309.789829244003045,114.1607611,22.32607823
557,39.866032218621427,114.1627318,22.32246198
558,39.755531104733315,114.1643516,22.32258967
559,80.156483775487558,114.1646127,22.32288185
560,140.061470625160979,114.1651391,22.32246119
561,310.171097776013767,114.1639937,22.32218891
562,310.171028688268507,114.1634374,22.32262577
563,309.795919650850351,114.1628811,22.32234633
564,310.144245891579772,114.164659,22.3223485
565,309.795919650850351,114.1634405,22.32191287
566,310.144245891579772,114.1652155,22.32191188
567,310.145080319500153,114.1648655,22.32150491
568,310.145080319500153,114.164309,22.32194154
569,164.981651902011180,114.1654598,22.32240099
570,170.049425941726781,114.1656128,22.32173947
571,260.488742183901422,114.1647098,22.32340487
572,218.675326307160532,114.1653526,22.32207125
573,270.769189495949263,114.1643746,22.3233526
574,133.097724345714369,114.1650466,22.32267848
575,173.847244995258819,114.1643757,22.32381443
576,133.137651510263311,114.1639757,22.32359615
577,132.199785495368474,114.1645114,22.32313751
578,310.102123337196474,114.1637947,22.32302591
579,133.137651510263311,114.1634445,22.32405921
580,309.782371290831293,114.164274,22.32126725
581,39.774102363911886,114.1634676,22.32328214
582,259.792984217324829,114.165131,22.32347134
583,39.845404080058131,114.1631097,22.32288307
584,308.973447774972612,114.1674313,22.3253267
585,220.752777330212524,114.1670436,22.32561849
586,309.886814209010481,114.1663108,22.32482771
587,309.886814209010481,114.1657522,22.325262
588,350.190514542490860,114.1699634,22.32490517
589,319.509699690938817,114.1655651,22.32465254
590,79.781342224881257,114.1683994,22.32396342
591,310.089304833573863,114.1619976,22.32443441
592,309.615532609801392,114.1664828,22.32605032
593,299.931554051660839,114.1652469,22.32635185
594,349.360370422901326,114.1682649,22.32462906
595,88.224516049933868,114.1671068,22.32648248
596,88.224618042035246,114.1663089,22.32645942
597,88.224618042035246,114.1670365,22.32648045
598,87.054770061224048,114.165862,22.32643831
599,349.656125772282621,114.1673413,22.32598761
600,271.022713711493282,114.1625854,22.32503846
601,311.958726495619430,114.1619193,22.32520305
602,129.986739788496465,114.1628876,22.32437192
603,130.159017278520565,114.163444,22.32393525
604,166.802842240348014,114.1636689,22.32431453
605,129.502985994192954,114.1640318,22.32376423
606,168.587570332708140,114.164304,22.32414465
607,129.042746017720276,114.1632952,22.3248557
608,129.326977860261110,114.1636785,22.32528356
609,168.587570332708140,114.1641599,22.32480854
610,359.254124747313710,114.1618775,22.32625131
611,298.300918318775132,114.1616769,22.32524406
612,310.089304833573863,114.1625546,22.3239983
613,309.187691202617202,114.1628825,22.3244897
614,302.295533234022287,114.1622989,22.3248928
615,310.137230762136880,114.162911,22.32371869
616,309.076222179304125,114.1624209,22.32628698
617,267.859098634089605,114.1618773,22.32626774
618,268.596028357474950,114.1626405,22.32503907
619,259.126479604400686,114.1666132,22.32165347
620,258.334670704941857,114.166419,22.32258474
621,80.740227332773713,114.1652104,22.32007862
622,349.137999818252808,114.1662011,22.3236324
623,163.859575028456845,114.1668656,22.32043944
624,249.695344683171584,114.1670603,22.3294469
625,169.434525484324098,114.1657275,22.32026684
626,256.167509721279259,114.1660211,22.32025206
627,169.434525484324098,114.165594,22.32093265
628,349.054219846480464,114.1667273,22.3211044
629,218.659943786686028,114.1656088,22.33444284
630,310.023367988738357,114.1656183,22.33427977
631,127.809518456973109,114.1651596,22.33418072
632,127.810478722900427,114.165299,22.3340801
633,171.440595455921795,114.1656611,22.32148336
634,218.659725767954114,114.1655287,22.33434972
635,259.141880796974874,114.1660763,22.32155749
636,264.656787020898605,114.1666679,22.32370012
637,258.410699168181338,114.165893,22.32248368
638,309.799885035747877,114.1661212,22.33319821
